Company,Industry,Type,Region,Fit,Angle,Signal
Datadog,SaaS,Enterprise,US/Global,7,Per-host usage billing w/ self-serve entry; growing intl base: cross-border cost + routing,FY26 8-K flags shifting geographic earnings mix (intl growth)
Dave,Fintech & Crypto,Medium,US/Global,7,ExtraCash disbursements + card-funded Checking growing: orchestrate payouts + lift top-up auth,Q1'26 ExtraCash +37% to $2.1B; 2025 rev +59.7% to $554M
Daybreak (EG7),Gaming,Enterprise,US/Global,7,Margin pressure across legacy sub/microtxn MMOs: cost reduction + auth uplift + reduced PCI = P&L pitch,Q2'25 rev -7%; margin pressure across subscription MMOs
Daybreak Game Co.,Gaming,Medium,San Diego CA,7,Sub billing + LPMs globales + recovery,Absorbió Singularity 6 (2024-25)
Deel,Marketplace,Enterprise,US/Global,7,Orchestrate inbound funding + FX across 150 ctys to cut PSP/FX cost (confirm card volume),$22B annual payroll 150+ ctys; USDC payroll + Coinbase withdrawals
Descript,SaaS,Medium,US/Global,7,New usage billing + global creators: local methods + routing,~$95-110M ARR; billing overhaul to credits/minutes (Sep'25)
Dropout,Gaming,Medium,Los Angeles CA,7,Auth-rate subscripción + decline recovery,Fuerte crecimiento subscriber 2024-25
Eden (Try Eden),Health & Wellness,Medium,USA,7,Dunning en sub mensual GLP-1; escapar card-only,Programa GLP-1 escalando 2025
Encantos,Education,Medium,Culver City CA,7,"LPMs LatAm (Pix, OXXO) para subs de padres",Sub rev supera retail 2025
Events.com,Marketplace,Medium,San Diego CA,7,Payouts organizer + routing multi-PSP,$200M GEM facility 2025
Evolve,Marketplace,Medium,Denver CO,7,Payouts host + optimización checkout,Modelo lower-fee host = volumen payout
Fiverr,Marketplace,Enterprise,US/Global,7,Reduce processing cost + lift cross-border buyer auth via multi-PSP routing,"Global freelancer marketplace, 5%+ fees, two-sided [structural]"
Function Health,Health & Wellness,Medium,US/Global,7,Decline-recovery + routing to defend annual-membership renewal economics,"$298M Series B at $2.5B (Nov'25); ~200k members, $100M run-rate"
Fundrise,Fintech & Crypto,Medium,Washington DC,7,Auth de account-funding + payouts en distribuciones,Inc 5000 (Ago'25); $770M JPM facility
Future,Health & Wellness,Medium,USA,7,Dunning + retry en subs coaching premium,Cerró Serie B Ene 2025
Gametime,Marketplace,Medium,San Francisco CA,7,Auth checkout mobile + payouts seller,Secondary ticketing mobile-first
Gearbox (Take-Two),Gaming,Enterprise,US/Global,7,Fresh AAA live-service w/ global PC spend: power direct cosmetics/DLC web store w/ cross-PSP routing,Borderlands 4 launched Sep'25 w/ paid DLC + live-service
Geneva,Creator & Social,Medium,Los Angeles CA,7,Sub + LPM rails al monetizar comunidades,Interés VC en comunidades nicho
GOAT,Marketplace,Medium,Los Angeles CA,7,LPMs cross-border + payouts two-sided,"Marketplace sneaker global, LPMs intl"
GridRival,Gaming,Medium,USA,7,Routing depósito/payout + LPMs,Crecimiento nicho
Gumroad,Creator & Social,Medium,US/Global,7,"As MoR w/ global creators on thin stack: multi-PSP routing, redundancy, broader payout rails",Became MoR on every txn (Jan'25); bank transfer to 100+ ctys
Headway,Health & Wellness,Medium,New York NY,7,Routing + LPMs al escalar therapy consumer-pay,$125M Serie C (Spark) 2025
Heritage Auctions,Marketplace,Medium,Dallas TX,7,Routing pago high-ticket + payouts consignor,Payouts collectible alto valor
HubSpot,SaaS,Enterprise,US/Global,7,PLG-rooted self-serve subs worldwide: auth-rate + dunning on tiered renewals,Eliminated free CRM plan (Jun'25); contact-tiered self-serve
January AI,Health & Wellness,Medium,USA,7,IAP→web + retry en subs metabólicas,App CGM/metabólica activa 2025
Jones Road Beauty,E-commerce & Retail,Enterprise,US/Global,7,"High-growth DTC beauty scaling omnichannel: resilient checkout, subscription, path to intl LPMs",Most viral beauty 2025; 3x retail store count 2026
Kasa Living,Travel & Experiences,Enterprise,US/Global,7,Roll-up of distressed competitors = multiple inherited stacks to unify + failover + owner payouts,$70M Series C (Aug'25); absorbing Sonder properties + Mint House
Kidizen,Marketplace,Medium,Minneapolis MN,7,Rails payout seller + optimización checkout,Flujos payout seller nicho
Kindbody,Health & Wellness,Medium,New York NY,7,LPMs + installments para fertility high-ticket,"27 clínicas, 21 ciudades 2025"
Lex,Creator & Social,Medium,New York NY,7,Sub billing + LPMs para monetización nicho,Momentum Gen Z 2025
Liquid Death,E-commerce & Retail,Enterprise,US/Global,7,Fast-scaling DTC+retail CPG entering new categories: consolidate checkout/subscription + prep intl,New Big Geyser distribution (Oct'25); entering energy drinks 2026
Maven,Education,Medium,Austin TX,7,Checkout comprador global + payouts instructor,"$9M ventas en 18mo, 300+ cohorts 2025"
Mercury,Fintech & Crypto,Enterprise,US/Global,7,"As it builds own rails post-charter: orchestrate card deposits, payouts, multi-acquirer redundancy",$200M Series D at $5.2B after OCC charter (Apr'26); building payments infra
Nebula,Gaming,Medium,USA,7,Sub billing + dunning/recovery + LPMs globales,"680k+ subs pagos, escalando"
Noom,Health & Wellness,Enterprise,US/Global,7,Reduce involuntary churn on high-ticket recurring health subs; add LPMs for expansion,Top wellness/weight-loss player in 19.7% CAGR market
Oar Health,Health & Wellness,Medium,New York NY,7,Retry + redundancia en subs Rx recurrentes,Tratamiento alcohol escalando 2025
OfferUp,Marketplace,Medium,Bellevue WA,7,Payouts seller + fraude en transacciones shipped,Escala post-merger (recommerce 2025)
Pacaso,Marketplace,Medium,San Francisco CA,7,Routing pago alto valor + failover en transacciones grandes,Mayor Reg A+ inmobiliario 2025
Partiful,Creator & Social,Medium,San Francisco CA,7,LPMs + routing al añadir features de pago/ticketing,"+2M users 2025, +400% YoY MAU"
Photoroom,SaaS,Enterprise,US/Global,7,Single API for global subscription billing + IAP-to-web migration as ARR scales,"~$50M ARR target, 20M downloads, e-commerce focus"
Picsart,Media & Streaming,Enterprise,US/Global,7,Web checkout + global LPMs to escape IAP on heavily intl app base,30+ languages mobile+web; large intl consumer base
Postman,SaaS,Enterprise,US/Global,7,Self-serve global dev base pushed onto paid tiers = new card-auth volume,Cut free plan to 1 user (Mar'26); API-call metered tiers
PredictionStrike,Gaming,Medium,USA,7,Orquestación rail depósito + fraude,Growth-stage financiado
Princess Polly,E-commerce & Retail,Enterprise,US/Global,7,Cross-border fashion DTC w/ AU/US footprint: unified multi-region checkout + routing,Continued US store rollout; AU-origin heavy US ops
Public.com,Fintech & Crypto,Medium,New York NY,7,Auth de depósitos card + LPMs globales,$174M rev disclosed 2025
Quizlet,Education,Enterprise,US/Global,7,Localized LPMs + auth routing to convert the intl surge into Quizlet Plus,"200-400% intl new-user growth amid AI pivot, ~$139M rev"
Rain,Fintech & Crypto,Medium,Los Angeles CA,7,Push-to-card payout orchestration + redundancia,$75M Serie B (Abr'25); 2.5M empleados
Reformation,E-commerce & Retail,Enterprise,US/Global,7,Growing apparel DTC expanding intl: LPMs + cross-border auth optimization,Fast-growing DTC fashion scaling [structural]
River Financial,Fintech & Crypto,Medium,Columbus OH,7,Card-auth en buys recurrentes + redundancia PSP,Crecimiento consumer estable
Rootine,Health & Wellness,Medium,USA,7,Dunning + routing en subs vitaminas personalizadas,$10M Serie A 2025
SoloLearn,Education,Medium,Pleasanton CA,7,Sub billing app+web + métodos locales + churn recovery,"Escala consumer-app, learners intl 2025"
Stationhead,Creator & Social,Medium,New York NY,7,LPMs + routing para compras fan / superfan global,Eventos fan streaming escalando
Step,Fintech & Crypto,Medium,Palo Alto CA,7,Auth de top-ups card-funded + failover PSP,$300M debt facility
Stork Club,Health & Wellness,Medium,USA,7,Billing recurrente + high-ticket redundancia,Plataforma maternity escalando 2025
Superhuman,SaaS,Enterprise,US/Global,7,Consumer+team self-serve subs globally: renewal churn recovery + auth-rate,"Grammarly rebranded to Superhuman (Oct'25), $13B mark"
Swan Bitcoin,Fintech & Crypto,Medium,Calabasas CA,7,Card-auth routing en buys recurrentes + on-ramp global,Serie C + Swan International (Oct'25)
Synthesia,SaaS,Medium,US/Global,7,Global self-serve + renewals: involuntary churn + multi-region optimization,~$146M ARR (Sep'25); self-serve subscription tiers
TaleMonster Games,Gaming,Medium,USA,7,IAP→D2C + auth lift temprano,Serie A 2025
The Funded Trader,Fintech & Crypto,Enterprise,US/Global,7,Firm whose near-death was payout failure = textbook payout orchestration + redundancy buyer,cTrader US approval (May'25); rebuilding after payout collapse
ThredUp,Marketplace,Enterprise,US/Global,7,New P2P + RaaS = true two-sided payments operator: seller payouts + per-brand flows one integration,Launched P2P 'Direct Listing' beta (Jun'26); stock +340% 2025
Tilting Point,Gaming,Medium,New York NY,7,Routing IAP cross-title + web-store D2C,Lanzó fondo UA $150M 2025
Tonal,Health & Wellness,Medium,US/Global,7,Processing-cost reduction + retry/dunning as a direct margin lever,$130M at reduced ~$550-600M valuation; profitability mandate
Tonebase,Education,Medium,New Haven CT,7,"Checkout sub + lifetime, rails estudiante intl",Expansión eventos 2025
Treet,Marketplace,Medium,USA,7,Rails payout seller + auth checkout,Scaleup RaaS/recommerce
Trove,Marketplace,Medium,Brisbane CA,7,Payouts trade-in two-sided via un API,Adquirió Recurate (2024) P2P payout
Turo,Mobility & Energy,Enterprise,US/Global,7,Marketplace payouts to ~170k hosts on single Stripe: redundancy/failover + routing leverage,Acquired Kyte (Jul'25); US/UK/CA/AU/FR; cost-focused after layoffs
Udemy,Education,Enterprise,US/Global,7,Live transactional→subscription pivot = moment to install billing orchestration,"Consumer sub rev +44%, paid subs +102% YoY FY25; pivot to recurring"
United Airlines,Travel & Experiences,Enterprise,US/Global,7,Massive global footprint = fragmented-acquirer problem; routing/redundancy on high-value intl tickets,2026 expansion: Croatia/Italy/Scotland/Spain/Bangkok/Central America
Upwork,Marketplace,Enterprise,US/Global,7,Orchestrate global collections + freelancer payouts to close failed-payment gap + reduce PSP cost,"796K active clients, $4B+ spend, 180+ ctys [structural]"
Washington Post,Media & Streaming,Enterprise,US/Global,7,Dunning + LPMs to support intl digital-subscriber growth + bundle launches,News-sub sector growing; bundling/tiering push
Wayfair,Marketplace,Enterprise,US/Global,7,Large home-goods marketplace w/ cross-border flows: routing/cost-reduction + LPM target,Named partner using PingPong for cross-border (Mar'25)
Wise (US),Fintech & Crypto,Enterprise,US/Global,7,Increasingly card-led: card-acquiring auth optimization + redundancy (heavy in-house = longer sell),Nasdaq primary listing (May'26); card spend $44B +37%
Zepz,Fintech & Crypto,Enterprise,US/Global,7,"Cost pressure across 4,000+ corridors: cross-border cost reduction + PSP consolidation = efficiency pitch",€152M HSBC facilities but cut 20% staff; cost-discipline mode
ActiveCampaign,SaaS,Medium,US,7,Auth uplift + cross-border cost,
Albo,Fintech & Crypto,Medium,Mexico,7,Card top-up routing + acquirer redundancy,
Amplitude,SaaS,Enterprise,US,7,Smart routing en cargos recurring/usage,
Aptoide,Digital Products,Medium,Portugal,7,Build IAP/checkout + LPMs para monetizar alt-store global,
Arco Platform,Education,Enterprise,Brazil,7,Recurring billing orchestration + retry,
Badoo,Creator & Social,Enterprise,UK,7,Failed-renewal recovery + LatAm LPMs,
Better Stack,SaaS,Medium,Czech Republic,7,Usage billing + failover (dev monitoring),
Bild (Axel Springer),Media & Streaming,Enterprise,Germany,7,Dunning + SEPA/LPM routing para cortar churn,
Blinkit (Eternal),Food & Delivery,Enterprise,India,7,UPI routing + payout orchestration,
Blissim,E-commerce & Retail,Medium,France,7,Dunning + routing recover failed charges + LPMs,
Brevo,SaaS,Medium,France,7,Usage billing + EU/LatAm LPMs,
Bubble,SaaS,Medium,US,7,Usage billing + retry logic (no-code),
Busuu,Education,Medium,UK,7,Local methods + dunning para usuarios no-card,
Catchplay+,Media & Streaming,Medium,Taiwan,7,SEA LPMs + failover,
Cebu Pacific,Travel & Experiences,Enterprise,Philippines,7,SEA LPM/cash-rail coverage + auth optimization,
Chowdeck,Food & Delivery,Medium,Nigeria,7,Nigeria LPM + courier payouts + scale,
Civitatis,Travel & Experiences,Medium,Spain,7,LatAm/EU LPMs + cross-border + supplier payouts,
ConvertKit (Kit),SaaS,Medium,US,7,Dunning + LPMs para creators,
Costa Coffee,Food & Delivery,Enterprise,UK/Global,7,Multi-country LPM + loyalty/stored-value rails,
Coupang Eats,Food & Delivery,Enterprise,South Korea,7,Korea LPM + courier payouts + redundancia,
Creditas,Fintech & Crypto,Enterprise,Brazil,7,Recurring repayment + disbursement payouts,
Crehana,Education,Medium,Peru,7,Cross-border subscriptions + dunning,
Devsisters,Gaming,Medium,Korea,7,Web-store billing + LPMs + chargeback,
DiDi Food,Food & Delivery,Enterprise,LatAm,7,LatAm LPM (Pix/voucher) + payouts,
Ethiopian Airlines,Travel & Experiences,Enterprise,Ethiopia,7,African mobile-money/LPM + multi-currency + redundancia,
Faces (Chalhoub),E-commerce & Retail,Medium,UAE,7,GCC LPMs + cross-border routing,
Fitbod,Health & Wellness,Medium,US,7,IAP→web migration + cross-border renewals,
Flippa,Digital Products,Medium,Australia,7,Multi-currency high-ticket checkout + payout rails,
Freeletics,Health & Wellness,Medium,Germany,7,EU/global LPMs + dunning en planes anuales,
Frubana,Food & Delivery,Medium,Colombia,7,B2B recurring collection + supplier payouts,
GetResponse,SaaS,Medium,Poland,7,LPMs + renewal recovery (email EU/EMEA),
GoGift,Digital Products,Medium,Denmark,7,LPM coverage + cross-border routing e-gifting,
Gol Linhas Aereas,Travel & Experiences,Enterprise,Brazil,7,Pix/Boleto + installment routing Brazil,
Grand Games,Gaming,Medium,Turkey,7,Web-store billing + LPMs desde el inicio,
Habi,Marketplace,Medium,Colombia,7,Big-ticket auth + payout orchestration,
Hetzner,SaaS,Medium,Germany,7,Auth optimization + LPMs (cloud),
Hoplon,Gaming,Medium,Brazil,7,LatAm LPMs (Pix/boleto) + global routing,
Hotjar,SaaS,Medium,Malta,7,Involuntary-churn recovery (analytics SMB),
Hungryroot,Food & Delivery,Medium,US,7,Subscriptions/dunning + PSP redundancy,
InnoGames,Gaming,Medium,Germany,7,Orquestar LPMs + auth (web checkout existe),
IONOS,SaaS,Enterprise,Germany,7,Cross-border auth + dunning (hosting EU),
Jeeves,Fintech & Crypto,Medium,US/LatAm,7,Multi-country card rails + redundancia,
JetBrains,SaaS,Enterprise,Czech Republic,7,Renewal recovery + global LPMs (IDE),
Justo,Food & Delivery,Medium,Mexico,7,Recurring checkout + LPM (OXXO/SPEI),
Justos,Fintech & Crypto,Medium,Brazil,7,Recurring premium billing + dunning,
Kindred (FDJ United),Gaming,Enterprise,Sweden/France,7,Cross-PSP routing + LPMs + auth optimization,
Kinsta,SaaS,Medium,UK/Hungary,7,Usage billing + retry (managed WP hosting),
Knowt,Education,Medium,US,7,"Cross-border recurring auth + dunning, 4M+ students",
Le Monde,Media & Streaming,Enterprise,France,7,"SEPA + francophone LPMs, churn recovery",
Lezhin Comics,Media & Streaming,Medium,Korea,7,IAP→web + global LPMs,
LINEMAN (Wongnai),Food & Delivery,Medium,Thailand,7,Thailand LPM (PromptPay) + courier payouts,
Loggi,Marketplace,Enterprise,Brazil,7,Payout orchestration + collection redundancy,
Masomo,Gaming,Medium,Turkey,7,Routing + LPMs + web-store D2C,
Mindful Chef,Food & Delivery,Medium,UK,7,Auth-rate + involuntary-churn reduction renewals,
Miniclip,Gaming,Enterprise,Switzerland,7,D2C web billing + global LPMs,
Mixpanel,SaaS,Medium,US,7,Usage-based billing + auth uplift,
Motion Array,Digital Products,Medium,US,7,Subscription churn recovery + cross-border LPMs,
MyFonts (Monotype),Digital Products,Enterprise,US,7,Global checkout LPMs + foundry payouts,
Namecheap,SaaS,Medium,US,7,Renewal retry + LPMs (domains/hosting),
NeoGames / Aristocrat Interactive,Gaming,Enterprise,Israel,7,LPM + routing flujos regulados,
NH Hotel Group,Travel & Experiences,Enterprise,Spain,7,Multi-acquirer redundancy + LPMs Europe/LatAm,
Norwegian Cruise Line Holdings,Travel & Experiences,Enterprise,US,7,LPMs por mercado + auth routing high-value,
Octopus Energy,Mobility & Energy,Enterprise,UK,7,Involuntary-churn recovery debits + multi-country PSP,
Paribu,Fintech & Crypto,Medium,Turkey,7,LPM + card on-ramp routing TRY,
Parimatch,Gaming,Enterprise,Cyprus,7,Card-auth routing + redundancia deposit approval,
Paycell,Fintech & Crypto,Medium,Turkey,7,Card top-up routing + cross-border LPMs,
Payhip,Digital Products,Medium,UK,7,Orquestar el multi-gateway checkout que sellers necesitan,
Photomath,Education,Enterprise,Croatia,7,Cross-border auth + LPMs (si billed independiente),
Pier,Fintech & Crypto,Medium,Brazil,7,Reduce decline churn + métodos brasileños,
Pixel Federation,Gaming,Medium,Slovakia,7,Routing + web-store D2C + LPMs,
Podimo,Media & Streaming,Medium,Denmark,7,Cross-market LPMs + IAP→web,
Pratilipi,Media & Streaming,Medium,India,7,UPI optimization + dunning,
Pret A Manger,Food & Delivery,Medium,UK,7,Subscription/dunning + multi-country LPM,
Privalia,E-commerce & Retail,Medium,Brazil/Mexico,7,Multi-country routing + member retry/dunning,
PromptBase,Digital Products,Medium,US,7,Micro-transaction routing + creator payouts,
Proton,SaaS,Medium,Switzerland,7,Global LPM coverage + PSP redundancy 127 países,
Rakuten,Marketplace,Enterprise,Japan,7,Japanese LPMs + cross-border routing + redundancia,
Razer Gold,Digital Products,Enterprise,Singapore,7,LPM aggregation + redundancia para top-up global,
Rollic Games,Gaming,Medium,Turkey,7,Routing + web-store D2C casual,
Sarwa,Fintech & Crypto,Medium,UAE,7,Deposit-auth routing card funding,
Scandic Hotels,Travel & Experiences,Medium,Sweden,7,Nordic LPMs + PSP redundancy direct booking,
Schibsted,Media & Streaming,Enterprise,Norway,7,Cross-Nordic routing + dunning,
Sedo,Digital Products,Medium,Germany,7,Cross-border LPMs + seller payout (domains),
Sellfy,Digital Products,Medium,Latvia,7,"Routing + LPMs para lift conversion, un API",
ShopeeFood,Food & Delivery,Enterprise,SEA,7,SEA LPM redundancy + payment routing,
Shory,Fintech & Crypto,Medium,UAE,7,Failover + routing auto-renewal premiums GCC,
Spinomenal,Gaming,Medium,Israel,7,Multi-market LPM + routing deposits regulados,
Sportingbet,Gaming,Enterprise,UK,7,Card-auth routing + LPM orchestration,
Storyblocks,Digital Products,Medium,US,7,Subscription dunning/retry + global LPMs,
Tabby,Fintech & Crypto,Enterprise,UAE,7,Card-acceptance routing + acquirer redundancy,
Takealot,Marketplace,Enterprise,South Africa,7,SA LPMs + marketplace/courier payouts + redundancia,
Tapps Games,Gaming,Medium,Brazil,7,Web-store routing vs IAP fees + auth uplift,
Tappytoon,Media & Streaming,Medium,Korea,7,Small-ticket auth routing + IAP migration,
Tidal (Block),Media & Streaming,Medium,Norway/US,7,IAP→web + auth routing,
Travelstart,Travel & Experiences,Medium,South Africa,7,African LPMs/mobile money + failover + multi-currency,
TrueID,Media & Streaming,Enterprise,Thailand,7,SEA LPM routing + carrier-billing orchestration,
Typeform,SaaS,Medium,Spain,7,LPMs + dunning (forms PLG EU/LatAm),
Upstox,Fintech & Crypto,Enterprise,India,7,UPI/card deposit-auth routing,
VietJet Air,Travel & Experiences,Enterprise,Vietnam,7,APAC LPM breadth + cross-border routing,
Westwing,E-commerce & Retail,Medium,Brazil,7,Subscriptions/dunning + LPM coverage,
Wio Bank,Fintech & Crypto,Medium,UAE,7,Top-up auth routing + PSP redundancy,
Wooga,Gaming,Medium,Germany,7,Web-store migration + routing,
Yatra,Travel & Experiences,Medium,India,7,UPI/card routing + redundancia corporate,
Zepto,Food & Delivery,Medium,India,7,UPI optimization + redundancia + payouts,
Aragon AI,AI,Medium,San Francisco CA,6,Usage-credit billing + auth intl + redundancia PSP,1.2M+ users 2025-26
First Voyage,AI,Medium,USA,6,IAP→web + dunning sub foundation,$2.5M seed Dic'25
Granola,AI,Medium,USA,6,Prosumer sub billing + LPMs + decline recovery,Top consumer AI productivity 2025-26
Lemon Slice,AI,Medium,USA,6,Credit billing + routing intl al escalar,$10.5M seed Dic'25
Particle,AI,Medium,USA,6,Sub consumer dunning + auth intl,"Top news app, escalando 2025-26"
Wispr Flow,AI,Medium,USA,6,Sub billing self-serve + auth intl + dunning,Adopción prosumer fuerte 2025-26
Anima / iGirl,AI,Medium,Cyprus/Israel,6,Subs globales bajo ARPU: LPMs + IAP-cost reduction,
Arcads,AI,Medium,France,6,EU + global LPM coverage self-serve creative subs,
Avataar,AI,Medium,India,6,UPI + global LPMs al escalar merchants fuera,
BetterPic,AI,Medium,Europe,6,Single-PSP credit billing; LPMs para conversión global,
Bria,AI,Medium,Israel,6,Usage/subscription billing global; LPMs + redundancia,
Covers.ai,AI,Medium,US/Estonia,6,Exposición IAP mobile + web fallback,
HeadshotPro,AI,Medium,Netherlands,6,EU-HQ self-serve packs: métodos locales across regions,
Phind,AI,Medium,US,6,Cross-border auth en subs dev recurrentes,
Pitch,AI,Medium,Germany,6,EU/global LPMs + smart routing,
Resemble AI,AI,Medium,Canada/US,6,API + subscription en single PSP; LPMs devs globales,
Memberful,Creator & Social,Medium,USA,6,Redundancia PSP + auth-rate en subs membership,Demanda membership-economy
Outlier.org,Education,Medium,USA,6,Checkout tuition consumer + financing + decline recovery,Rev consumer ~$15M 2025
Pico,Creator & Social,Medium,New York NY,6,Sub billing + LPMs para monetización de miembros,$6.5M raise
StellarFi,Fintech & Crypto,Medium,Austin TX,6,Recuperar cargos sub fallidos via smart retry,Crecimiento early-stage
Tarte Cosmetics,E-commerce & Retail,Enterprise,US/Global,6,Global beauty: consolidate fragmented regional PSPs + broaden LPMs,Large DTC/retail beauty w/ global ambitions [structural]
Yoogis Closet,Marketplace,Medium,Portland OR,6,Payouts seller + optimización checkout,Líder US luxury-resale 2025
Apify,SaaS,Medium,Czech Republic,6,Usage billing + auth (dev/automation),
Bitly,SaaS,Medium,US,6,Dunning + LPMs (link/marketing SaaS),
Buffer,SaaS,Medium,US,6,Small-ticket auth + retries (social/marketing),
Design Bundles,Digital Products,Medium,UK,6,Global LPMs + designer payout orchestration,
Getir,Food & Delivery,Medium,Turkey/EU,6,Turkey/EU LPM + payout orchestration,
Gopuff,Food & Delivery,Medium,US/UK,6,Cross-border PSP redundancy + courier payouts,
Grupo Vidanta,Travel & Experiences,Medium,Mexico,6,High-ticket auth routing + SPEI/installment LPMs,
Gusto,SaaS,Enterprise,US,6,Auth uplift en recurring SMB billing (payroll),
Hurb,Travel & Experiences,Medium,Brazil,6,Pix/installment routing + PSP redundancy,
Lucidchart,SaaS,Medium,US,6,Involuntary-churn recovery (diagramming),
Mediaset Infinity,Media & Streaming,Enterprise,Italy,6,"SEPA + IT/ES LPMs, churn recovery",
Nifty Gateway,Digital Products,Medium,US,6,Fiat routing + chargeback defense para collectibles,
PandaDoc,SaaS,Medium,US,6,Auth uplift + dunning (e-sign SMB),
Picnic,Food & Delivery,Medium,Netherlands,6,Multi-country EU LPM (iDEAL/SEPA) + redundancia,
PromptHero,Digital Products,Medium,Spain,6,Subscriptions + creator payouts un API,
PublishDrive,Digital Products,Medium,Hungary,6,Multi-market royalty payout orchestration (e-books),
Rarible,Digital Products,Medium,US,6,Fiat checkout + LPMs junto a rails crypto,
SendOwl,Digital Products,Medium,UK,6,PSP redundancy + LPMs detrás del delivery,
SiteGround,SaaS,Medium,Bulgaria,6,Renewal retry + LPMs (hosting),
Smallpdf,SaaS,Medium,Switzerland,6,Dunning + LPMs en subs consumer bajo ARPU,
The Hungry JPEG,Digital Products,Medium,UK,6,Cross-border checkout + payout consolidation,
Yellow Images,Digital Products,Medium,Cyprus,6,Cross-border LPMs + designer payouts (mockups/3D),
