Company,Size,Sector,Region/HQ,Fit,Deck?,Yuno angle,Signal
Zepz,Enterprise,Fintech,US/Global,7,NEW,"Cost pressure across 4,000+ corridors: cross-border cost reduction + PSP consolidation = efficiency pitch",€152M HSBC facilities but cut 20% staff; cost-discipline mode
1stDibs,Medium,Marketplace,New York NY,7,YES,Auth high-ticket + LPMs/payouts dealer cross-border,"Luxury high-AOV global, compradores intl"
222,Medium,Creator/Social,Los Angeles CA,7,NEW,Smart routing + LPMs para eventos IRL de pago,Momentum IRL-social
Acely,Medium,Edtech,USA,7,NEW,Orquestación para college-bound global,Nuevo AI tutor ganando share 2025
Albert,Medium,Fintech,Los Angeles CA,7,NEW,Orquestación instant-disbursement + auth de depósitos,Nueva ronda (Sep'25)
Albo,Medium,Neobank,Mexico,7,NEW,Card top-up routing + acquirer redundancy,
App Academy,Medium,Edtech,San Francisco CA,7,NEW,Orquestar PSPs installment/ISA + reducir fallos,Modelo ISA/installment 2025
Balance (Elevate Labs),Medium,Health/Wellness,San Francisco CA,7,NEW,IAP→web; dunning en renovaciones anuales,App meditación $69.99/yr
Betr,Medium,Gaming/Ent,Miami FL,7,NEW,Routing de depósitos + redundancia,Crecimiento activo 2025-26
Blissim,Medium,Subscription beauty,France,7,NEW,Dunning + routing recover failed charges + LPMs,
Branch,Medium,Fintech,Minneapolis MN,7,NEW,Push-to-card payout routing con failover,Lanzó plataforma EWA 2025
Busuu,Medium,Edtech,UK,7,NEW,Local methods + dunning para usuarios no-card,
Catchplay+,Medium,OTT/video,Taiwan,7,NEW,SEA LPMs + failover,
Centr,Medium,Fitness,US/Global,7,NEW,LPMs + IAP→web to defend margins as it scales globally,2025 content expansion + HYROX partnership; PE-backed ~$200M
Chalkboard Fantasy,Medium,Gaming/Ent,USA,7,NEW,Orquestación rail depósito + redundancia,Plataforma DFS en ascenso 2025-26
Chowdeck,Medium,Food delivery,Nigeria,7,NEW,Nigeria LPM + courier payouts + scale,
Civitatis,Medium,Tours & activities,Spain,7,NEW,LatAm/EU LPMs + cross-border + supplier payouts,
Clapper,Medium,Creator/Social,Dallas TX,7,NEW,Failover + LPMs para tipping/gifting en escala spiky,1.4M downloads en una semana (Ene'25)
Cleo,Medium,Fintech,US/Global,7,NEW,Orchestrate card-funded top-ups + instant disbursements: raise auth + add redundancy across US+UK,ARR ~$300M +118% YoY; relaunched UK 2026
Coffee Meets Bagel,Medium,Dating,US/Global,7,NEW,Cost-reduction routing + Asia/LatAm LPMs improve unit economics,~101 staff 6 continents; 4th highest-grossing dating in SE Asia
Copper Banking,Medium,Fintech,Seattle WA,7,NEW,Auth de top-ups card-funded across PSPs,350K+ users
Crehana,Medium,Edtech,Peru,7,NEW,Cross-border subscriptions + dunning,
Crown Coins Casino,Medium,Gaming/Ent,USA,7,NEW,Redundancia PSP coin-purchase + chargeback,Top-3 trusted sweeps 2025-26
Crusoe,Medium,AI,US/Global,7,NEW,Scaling cloud ARR + enterprise contracts globalizing: unified cross-border billing + redundancy,$1.37B Series E at $10B (Oct'25); cloud ARR +150% YoY
Dave,Medium,Fintech,US/Global,7,NEW,ExtraCash disbursements + card-funded Checking growing: orchestrate payouts + lift top-up auth,Q1'26 ExtraCash +37% to $2.1B; 2025 rev +59.7% to $554M
Daybreak Game Co.,Medium,Gaming/Ent,San Diego CA,7,NEW,Sub billing + LPMs globales + recovery,Absorbió Singularity 6 (2024-25)
Daydream,Medium,AI,US/Global,7,NEW,"Conversational checkout across 8k brands: smart routing, redundancy, global LPMs, anti-fraud","Public-beta chat shopping agent + iPhone app (Nov'25); 8,000+ brands"
Descript,Medium,SaaS,US/Global,7,YES,New usage billing + global creators: local methods + routing,~$95-110M ARR; billing overhaul to credits/minutes (Sep'25)
Devsisters,Medium,Mobile gacha,Korea,7,NEW,Web-store billing + LPMs + chargeback,
Dippy AI,Medium,Consumer AI,USA,7,NEW,IAP→web + auth intl,Activo 2026
Dropout,Medium,Gaming/Ent,Los Angeles CA,7,NEW,Auth-rate subscripción + decline recovery,Fuerte crecimiento subscriber 2024-25
Eden (Try Eden),Medium,Health/Wellness,USA,7,NEW,Dunning en sub mensual GLP-1; escapar card-only,Programa GLP-1 escalando 2025
Encantos,Medium,Edtech,Culver City CA,7,NEW,"LPMs LatAm (Pix, OXXO) para subs de padres",Sub rev supera retail 2025
Events.com,Medium,Marketplace,San Diego CA,7,NEW,Payouts organizer + routing multi-PSP,$200M GEM facility 2025
Evolve,Medium,Marketplace,Denver CO,7,NEW,Payouts host + optimización checkout,Modelo lower-fee host = volumen payout
Faces (Chalhoub),Medium,DTC beauty,UAE,7,NEW,GCC LPMs + cross-border routing,
Friend,Medium,Consumer AI,USA,7,NEW,IAP→web + billing hardware+sub orchestration,Push consumer 2025-26
Frubana,Medium,B2B food marketplace,Colombia,7,NEW,B2B recurring collection + supplier payouts,
Function Health,Medium,Healthtech,US/Global,7,NEW,Decline-recovery + routing to defend annual-membership renewal economics,"$298M Series B at $2.5B (Nov'25); ~200k members, $100M run-rate"
Fundrise,Medium,Fintech,Washington DC,7,NEW,Auth de account-funding + payouts en distribuciones,Inc 5000 (Ago'25); $770M JPM facility
Future,Medium,Health/Wellness,USA,7,NEW,Dunning + retry en subs coaching premium,Cerró Serie B Ene 2025
Gametime,Medium,Marketplace,San Francisco CA,7,YES,Auth checkout mobile + payouts seller,Secondary ticketing mobile-first
Geneva,Medium,Creator/Social,Los Angeles CA,7,NEW,Sub + LPM rails al monetizar comunidades,Interés VC en comunidades nicho
GOAT,Medium,Marketplace,Los Angeles CA,7,YES,LPMs cross-border + payouts two-sided,"Marketplace sneaker global, LPMs intl"
Grand Games,Medium,Hybrid-casual,Turkey,7,NEW,Web-store billing + LPMs desde el inicio,
GridRival,Medium,Gaming/Ent,USA,7,NEW,Routing depósito/payout + LPMs,Crecimiento nicho
Gumroad,Medium,Creator,US/Global,7,NEW,"As MoR w/ global creators on thin stack: multi-PSP routing, redundancy, broader payout rails",Became MoR on every txn (Jan'25); bank transfer to 100+ ctys
Habi,Medium,Proptech,Colombia,7,NEW,Big-ticket auth + payout orchestration,
Headway,Medium,Health/Wellness,New York NY,7,NEW,Routing + LPMs al escalar therapy consumer-pay,$125M Serie C (Spark) 2025
Heritage Auctions,Medium,Marketplace,Dallas TX,7,NEW,Routing pago high-ticket + payouts consignor,Payouts collectible alto valor
Hoplon,Medium,F2P publisher,Brazil,7,NEW,LatAm LPMs (Pix/boleto) + global routing,
Hungryroot,Medium,Grocery sub,US,7,NEW,Subscriptions/dunning + PSP redundancy,
InnoGames,Medium,Browser/mobile,Germany,7,NEW,Orquestar LPMs + auth (web checkout existe),
January AI,Medium,Health/Wellness,USA,7,NEW,IAP→web + retry en subs metabólicas,App CGM/metabólica activa 2025
Jeeves,Medium,Fintech corp cards,US/LatAm,7,NEW,Multi-country card rails + redundancia,
Justo,Medium,Online grocery,Mexico,7,NEW,Recurring checkout + LPM (OXXO/SPEI),
Justos,Medium,Insurtech,Brazil,7,NEW,Recurring premium billing + dunning,
Kidizen,Medium,Marketplace,Minneapolis MN,7,NEW,Rails payout seller + optimización checkout,Flujos payout seller nicho
Kindbody,Medium,Health/Wellness,New York NY,7,NEW,LPMs + installments para fertility high-ticket,"27 clínicas, 21 ciudades 2025"
Lex,Medium,Creator/Social,New York NY,7,NEW,Sub billing + LPMs para monetización nicho,Momentum Gen Z 2025
Lezhin Comics,Medium,Webtoon/comics,Korea,7,NEW,IAP→web + global LPMs,
LINEMAN (Wongnai),Medium,Food delivery,Thailand,7,NEW,Thailand LPM (PromptPay) + courier payouts,
Masomo,Medium,Mobile mid-core,Turkey,7,NEW,Routing + LPMs + web-store D2C,
Maven,Medium,Edtech,Austin TX,7,NEW,Checkout comprador global + payouts instructor,"$9M ventas en 18mo, 300+ cohorts 2025"
Mindful Chef,Medium,Meal-kit sub,UK,7,NEW,Auth-rate + involuntary-churn reduction renewals,
Nebula,Medium,Gaming/Ent,USA,7,NEW,Sub billing + dunning/recovery + LPMs globales,"680k+ subs pagos, escalando"
Numerade,Medium,Consumer AI,Los Angeles CA,7,NEW,IAP leakage + LPM intl para subs estudiantes,Expansión AI tutor 2024; push global
Oar Health,Medium,Health/Wellness,New York NY,7,NEW,Retry + redundancia en subs Rx recurrentes,Tratamiento alcohol escalando 2025
OfferUp,Medium,Marketplace,Bellevue WA,7,NEW,Payouts seller + fraude en transacciones shipped,Escala post-merger (recommerce 2025)
OpenRouter,Medium,AI,US/Global,7,NEW,Marketplace on thin 5% of global inference spend lives/dies on auth + method coverage,"$50M ARR (Mar'26); $113M Series B at $1.3B; 1M+ devs, 5% margin"
Pacaso,Medium,Marketplace,San Francisco CA,7,NEW,Routing pago alto valor + failover en transacciones grandes,Mayor Reg A+ inmobiliario 2025
Paribu,Medium,Crypto exchange,Turkey,7,NEW,LPM + card on-ramp routing TRY,
Partiful,Medium,Creator/Social,San Francisco CA,7,NEW,LPMs + routing al añadir features de pago/ticketing,"+2M users 2025, +400% YoY MAU"
Paycell,Medium,Fintech wallet,Turkey,7,NEW,Card top-up routing + cross-border LPMs,
Pier,Medium,Digital insurance,Brazil,7,NEW,Reduce decline churn + métodos brasileños,
Pixel Federation,Medium,Mobile F2P,Slovakia,7,NEW,Routing + web-store D2C + LPMs,
Podimo,Medium,Podcast/audio,Denmark,7,NEW,Cross-market LPMs + IAP→web,
Pratilipi,Medium,Content/audio,India,7,NEW,UPI optimization + dunning,
PredictionStrike,Medium,Gaming/Ent,USA,7,NEW,Orquestación rail depósito + fraude,Growth-stage financiado
Pret A Manger,Medium,Coffee/food,UK,7,NEW,Subscription/dunning + multi-country LPM,
Privalia,Medium,Fashion flash-sale,Brazil/Mexico,7,NEW,Multi-country routing + member retry/dunning,
Proton,Medium,Privacy SaaS,Switzerland,7,NEW,Global LPM coverage + PSP redundancy 127 países,
Public.com,Medium,Fintech,New York NY,7,NEW,Auth de depósitos card + LPMs globales,$174M rev disclosed 2025
Rain,Medium,Fintech,Los Angeles CA,7,NEW,Push-to-card payout orchestration + redundancia,$75M Serie B (Abr'25); 2.5M empleados
River Financial,Medium,Fintech,Columbus OH,7,NEW,Card-auth en buys recurrentes + redundancia PSP,Crecimiento consumer estable
Rollic Games,Medium,Hyper-casual,Turkey,7,NEW,Routing + web-store D2C casual,
Rootine,Medium,Health/Wellness,USA,7,NEW,Dunning + routing en subs vitaminas personalizadas,$10M Serie A 2025
Sarwa,Medium,Investing/neobank,UAE,7,NEW,Deposit-auth routing card funding,
Scandic Hotels,Medium,Hotels,Sweden,7,NEW,Nordic LPMs + PSP redundancy direct booking,
Sesame,Medium,Consumer AI,USA,7,NEW,App IAP early → web-billing + dunning setup,Lanzó app iOS May'26
Shory,Medium,Digital motor insurance,UAE,7,NEW,Failover + routing auto-renewal premiums GCC,
SoloLearn,Medium,Edtech,Pleasanton CA,7,NEW,Sub billing app+web + métodos locales + churn recovery,"Escala consumer-app, learners intl 2025"
Spinomenal,Medium,RMG,Israel,7,NEW,Multi-market LPM + routing deposits regulados,
Stationhead,Medium,Creator/Social,New York NY,7,NEW,LPMs + routing para compras fan / superfan global,Eventos fan streaming escalando
Step,Medium,Fintech,Palo Alto CA,7,NEW,Auth de top-ups card-funded + failover PSP,$300M debt facility
Stork Club,Medium,Health/Wellness,USA,7,NEW,Billing recurrente + high-ticket redundancia,Plataforma maternity escalando 2025
Super Teacher,Medium,Consumer AI,USA,7,NEW,Dunning sub consumer + billing family-plan,Lanzamiento Disrupt 2025
Swan Bitcoin,Medium,Fintech,Calabasas CA,7,NEW,Card-auth routing en buys recurrentes + on-ramp global,Serie C + Swan International (Oct'25)
Synthesia,Medium,SaaS,US/Global,7,NEW,Global self-serve + renewals: involuntary churn + multi-region optimization,~$146M ARR (Sep'25); self-serve subscription tiers
TaleMonster Games,Medium,Gaming/Ent,USA,7,NEW,IAP→D2C + auth lift temprano,Serie A 2025
Tapps Games,Medium,Mobile gaming,Brazil,7,NEW,Web-store routing vs IAP fees + auth uplift,
Tappytoon,Medium,Webtoon/comics,Korea,7,NEW,Small-ticket auth routing + IAP migration,
Tidal (Block),Medium,Music/audio,Norway/US,7,NEW,IAP→web + auth routing,
Tilting Point,Medium,Gaming/Ent,New York NY,7,NEW,Routing IAP cross-title + web-store D2C,Lanzó fondo UA $150M 2025
Tonal,Medium,Fitness,US/Global,7,NEW,Processing-cost reduction + retry/dunning as a direct margin lever,$130M at reduced ~$550-600M valuation; profitability mandate
Tonebase,Medium,Edtech,New Haven CT,7,NEW,"Checkout sub + lifetime, rails estudiante intl",Expansión eventos 2025
Travelstart,Medium,OTA,South Africa,7,NEW,African LPMs/mobile money + failover + multi-currency,
Treet,Medium,Marketplace,USA,7,NEW,Rails payout seller + auth checkout,Scaleup RaaS/recommerce
Trove,Medium,Marketplace,Brisbane CA,7,NEW,Payouts trade-in two-sided via un API,Adquirió Recurate (2024) P2P payout
Westwing,Medium,Home e-comm,Brazil,7,NEW,Subscriptions/dunning + LPM coverage,
Wio Bank,Medium,Neobank,UAE,7,NEW,Top-up auth routing + PSP redundancy,
Wooga,Medium,Mobile casual,Germany,7,NEW,Web-store migration + routing,
Yatra,Medium,OTA,India,7,NEW,UPI/card routing + redundancia corporate,
Zepto,Medium,Q-commerce,India,7,NEW,UPI optimization + redundancia + payouts,
Mediaset Infinity,Enterprise,OTT/video,Italy,6,NEW,"SEPA + IT/ES LPMs, churn recovery",
Tarte Cosmetics,Enterprise,DTC,US/Global,6,NEW,Global beauty: consolidate fragmented regional PSPs + broaden LPMs,Large DTC/retail beauty w/ global ambitions [structural]
Aragon AI,Medium,Consumer AI,San Francisco CA,6,NEW,Usage-credit billing + auth intl + redundancia PSP,1.2M+ users 2025-26
First Voyage,Medium,Consumer AI,USA,6,NEW,IAP→web + dunning sub foundation,$2.5M seed Dic'25
Getir,Medium,Q-commerce,Turkey/EU,6,NEW,Turkey/EU LPM + payout orchestration,
Gopuff,Medium,Q-commerce,US/UK,6,NEW,Cross-border PSP redundancy + courier payouts,
Granola,Medium,Consumer AI,USA,6,NEW,Prosumer sub billing + LPMs + decline recovery,Top consumer AI productivity 2025-26
Grupo Vidanta,Medium,Resort/cruise,Mexico,6,NEW,High-ticket auth routing + SPEI/installment LPMs,
Hurb,Medium,OTA,Brazil,6,NEW,Pix/installment routing + PSP redundancy,
Lemon Slice,Medium,Consumer AI,USA,6,NEW,Credit billing + routing intl al escalar,$10.5M seed Dic'25
Memberful,Medium,Creator/Social,USA,6,NEW,Redundancia PSP + auth-rate en subs membership,Demanda membership-economy
Outlier.org,Medium,Edtech,USA,6,NEW,Checkout tuition consumer + financing + decline recovery,Rev consumer ~$15M 2025
Particle,Medium,Consumer AI,USA,6,NEW,Sub consumer dunning + auth intl,"Top news app, escalando 2025-26"
Picnic,Medium,Online grocery,Netherlands,6,NEW,Multi-country EU LPM (iDEAL/SEPA) + redundancia,
Pico,Medium,Creator/Social,New York NY,6,NEW,Sub billing + LPMs para monetización de miembros,$6.5M raise
StellarFi,Medium,Fintech,Austin TX,6,NEW,Recuperar cargos sub fallidos via smart retry,Crecimiento early-stage
Wispr Flow,Medium,Consumer AI,USA,6,NEW,Sub billing self-serve + auth intl + dunning,Adopción prosumer fuerte 2025-26
Yoogis Closet,Medium,Marketplace,Portland OR,6,NEW,Payouts seller + optimización checkout,Líder US luxury-resale 2025
